and	and	그리고
temporizings	temporize	일시적으로 하다
scuzziest	scuzziest	가장 지저분한
disincline	disincline	싫어하다
disinclined	disincline	싫어하다
disinclines	disincline	싫어하다
disinclining	disincline	싫어하다
quadric	quadric	이차
quadrics	quadric	이차
lentigo	lentigo	흑색점
lentigines	lentigo	흑색점
estivation	estivation	하면
estivations	estivation	하면
hematinic	hematinic	조혈의
hematinics	hematinic	조혈의
pudendum	pudendum	부끄러워하다
pudenda	pudendum	부끄러워하다
beauteously	beauteously	아름답게
moorfowl	moorfowl	모르폴
moorfowls	moorfowl	모르폴
dearness	dearness	귀중함
dearnesses	dearness	귀중함
scatology	scatology	배설
scatologies	scatology	배설
aggravator	aggravator	악화자
aggravators	aggravator	악화자
egression	egression	외출
egressions	egression	외출
eider	eider	아이더
eiders	eider	아이더
picnicker	picnicker	피크닉을 즐기는 사람
picnickers	picnicker	피크닉을 즐기는 사람
tawney	tawney	토니
tawneys	tawney	토니
microsporophyll	microsporophyll	미세포자체
microsporophylls	microsporophyll	미세포자체
scatophagy	scatophagy	배설물
scatophagies	scatophagy	배설물
desorption	desorption	탈착
desorptions	desorption	탈착
voiceprint	voiceprint	성문
voiceprints	voiceprint	성문
brasier	brasier	화로
brasiers	brasier	화로
hallmarked	hallmarked	특징이 있는
dieseling	dieseling	디젤링
garrulity	garrulity	요설
garrulities	garrulity	요설
imipramine	imipramine	이미프라민
imipramines	imipramine	이미프라민
minisubmarine	minisubmarine	소형잠수함
minisubmarines	minisubmarine	소형잠수함
claudication	claudication	파행
claudications	claudication	파행
quoit	quoit	고리타기
quoits	quoit	고리타기
gerenuk	gerenuk	게레누크
gerenuks	gerenuk	게레누크
reovirus	reovirus	레오바이러스
reoviruses	reovirus	레오바이러스
theelin	theelin	테린
theelins	theelin	테린
logicism	logicism	논리주의
logicisms	logicism	논리주의
colorlessness	colorlessness	무색
colorlessnesses	colorlessness	무색
servomechanism	servomechanism	서보 기구
servomechanisms	servomechanism	서보 기구
calyptra	calyptra	칼립트라
calyptras	calyptra	칼립트라
valuableness	valuableness	가치
valuablenesses	valuableness	가치
cytologist	cytologist	세포학자
cytologists	cytologist	세포학자
goatsbeard	goatsbeard	염소 수염
goatsbeards	goatsbeard	염소 수염
monochromasy	monochromasy	단색성
monochromasies	monochromasy	단색성
algometer	algometer	측량계
algometers	algometer	측량계
undermost	undermost	맨 아래
globularness	globularness	구형성
globularnesses	globularness	구형성
sorrower	sorrower	슬픔에 빠진 사람
sorrowers	sorrower	슬픔에 빠진 사람
rustically	rustically	소박하게
superfetate	superfetate	슈퍼페타
superfetated	superfetate	슈퍼페타
superfetates	superfetate	슈퍼페타
superfetating	superfetate	슈퍼페타
bruskness	bruskness	거칠음
fascicle	fascicle	작은 다발
fascicles	fascicle	작은 다발
cytogeneticist	cytogeneticist	세포 유전학자
cytogeneticists	cytogeneticist	세포 유전학자
disarrange	disarrange	어지럽히다
disarranged	disarrange	어지럽히다
disarranges	disarrange	어지럽히다
disarranging	disarrange	어지럽히다
immenseness	immenseness	거대함
immensenesses	immenseness	거대함
cytotoxin	cytotoxin	세포독소
cytotoxins	cytotoxin	세포독소
wollastonite	wollastonite	규회석
wollastonites	wollastonite	규회석
cottus	cottus	요리
cottuses	cottus	요리
tutorship	tutorship	가정교사
tutorships	tutorship	가정교사
divisively	divisively	분열적으로
tonometer	tonometer	혈압계
tonometers	tonometer	혈압계
marasca	marasca	모렐로 체리
marascas	marasca	모렐로 체리
fattism	fattism	사실주의
fattisms	fattism	사실주의
xerography	xerography	건식 인쇄
xerographies	xerography	건식 인쇄
organdie	organdie	오건디
disparager	disparager	사라지다
disparagers	disparager	사라지다
interpellation	interpellation	체포
interpellations	interpellation	체포
larrup	larrup	때리다
larruped	larrup	때리다
larruping	larrup	때리다
larrups	larrup	때리다
pollywog	pollywog	올챙이
pollywogs	pollywog	올챙이
rootage	rootage	뿌리
rootages	rootage	뿌리
sonatina	sonatina	소나티나
sonatinas	sonatina	소나티나
allegorizer	allegorizer	우화자
allegorizers	allegorizer	우화자
daguerreotyped	daguerreotyped	은판 사진으로 찍은
unacceptableness	unacceptableness	받아들일 수 없음
unacceptablenesses	unacceptableness	받아들일 수 없음
despoilment	despoilment	약탈
despoilments	despoilment	약탈
cowhand	cowhand	소손
cowhands	cowhand	소손
misdemean	misdemean	경범죄
misdemeaned	misdemean	경범죄
misdemeaning	misdemean	경범죄
misdemeans	misdemean	경범죄
roentgenogram	roentgenogram	뢴트겐 사진
roentgenograms	roentgenogram	뢴트겐 사진
totipotency	totipotency	전능성
totipotencies	totipotency	전능성
effusiveness	effusiveness	충만함
effusivenesses	effusiveness	충만함
smudgiest	smudgiest	가장 지저분한
crossway	crossway	교차로
crossways	crossway	교차로
towhead	towhead	토우헤드
towheads	towhead	토우헤드
ragwort	ragwort	쑥갓
ragworts	ragwort	쑥갓
burrfish	burrfish	버피시
burrfishes	burrfish	버피시
jabberer	jabberer	재버러
jabberers	jabberer	재버러
microseism	microseism	미세 지진
microseisms	microseism	미세 지진
saintlier	saintlier	성자
fieldfare	fieldfare	현장 요금
fieldfares	fieldfare	현장 요금
inopportuneness	inopportuneness	불운함
inopportunenesses	inopportuneness	불운함
opisthotonos	opisthotonos	오피스토노스
opisthotonoses	opisthotonos	오피스토노스
spiculum	spiculum	스파이크
spicula	spiculum	스파이크
danseur	danseur	춤추는 사람
danseurs	danseur	춤추는 사람
pachysandra	pachysandra	파키산드라
pachysandras	pachysandra	파키산드라
prelacy	prelacy	고위 성직자 제도
prelacies	prelacy	고위 성직자 제도
rhumb	rhumb	항정선
rhumbs	rhumb	항정선
angriness	angriness	분노
angrinesses	angriness	분노
millimicron	millimicron	밀리미크론
millimicrons	millimicron	밀리미크론
splotchiest	splotchiest	가장 얼룩덜룩한
saurel	saurel	소렐
saurels	saurel	소렐
parrakeet	parrakeet	공원
parrakeets	parrakeet	공원
injudiciousness	injudiciousness	무분별함
injudiciousnesses	injudiciousness	무분별함
birthwort	birthwort	출생풀
birthworts	birthwort	출생풀
obligato	obligato	의무적인
obligati	obligato	의무적인
obligatos	obligato	의무적인
lenity	lenity	관용
lenities	lenity	관용
hammertoe	hammertoe	망치족지
hammertoes	hammertoe	망치족지
erigeron	erigeron	에리게론
erigerons	erigeron	에리게론
chancroid	chancroid	연성 하감
chancroids	chancroid	연성 하감
schrod	schrod	슈로드
schrods	schrod	슈로드
iconology	iconology	도상학
iconologies	iconology	도상학
limpkin	limpkin	림프킨
limpkins	limpkin	림프킨
spiritlessness	spiritlessness	무기력함
spiritlessnesses	spiritlessness	무기력함
zori	zori	새벽
zoris	zori	새벽
handbell	handbell	종
handbells	handbell	종
rhabdomancer	rhabdomancer	랍도맨서
rhabdomancers	rhabdomancer	랍도맨서
dichroism	dichroism	이색성
dichroisms	dichroism	이색성
schmaltziest	schmaltziest	슈말치스트
oxyphenbutazone	oxyphenbutazone	옥시펜부타존
oxyphenbutazones	oxyphenbutazone	옥시펜부타존
albizzia	albizzia	알비지아
albizzias	albizzia	알비지아
lymphadenopathy	lymphadenopathy	림프절병증
lymphadenopathies	lymphadenopathy	림프절병증
pythia	pythia	피티아
pythias	pythia	피티아
cantankerousness	cantankerousness	심술궂음
waterpower	waterpower	수력
wulfenite	wulfenite	울페나이트
wulfenites	wulfenite	울페나이트
poorwill	poorwill	불쌍한
poorwills	poorwill	불쌍한
ramify	ramify	가지를 치다
ramifies	ramify	가지를 치다
ramified	ramify	가지를 치다
ramifying	ramify	가지를 치다
abridger	abridger	요약자
abridgers	abridger	요약자
signory	signory	서명자
signories	signory	서명자
deservingness	deservingness	자격이 있음
deservingnesses	deservingness	자격이 있음
camerawoman	camerawoman	카메라맨
succedaneum	succedaneum	성공하다
succedanea	succedaneum	성공하다
succedaneums	succedaneum	성공하다
encephalon	encephalon	뇌파
encephala	encephalon	뇌파
encephalons	encephalon	뇌파
junkiest	junkiest	마약중독자
chirrup	chirrup	짹짹
chirruped	chirrup	짹짹
chirruping	chirrup	짹짹
chirrups	chirrup	짹짹
throttlehold	throttlehold	스로틀홀드
throttleholds	throttlehold	스로틀홀드
densimeter	densimeter	비중계
densimeters	densimeter	비중계
leptospira	leptospira	렙토스피라
leptospiras	leptospira	렙토스피라
pentylenetetrazol	pentylenetetrazol	펜틸렌테트라졸
pentylenetetrazols	pentylenetetrazol	펜틸렌테트라졸
pepperwort	pepperwort	페퍼워트
pepperworts	pepperwort	페퍼워트
hemianopsia	hemianopsia	반맹증
hemianopsias	hemianopsia	반맹증
neuropsychiatry	neuropsychiatry	신경정신과
neuropsychiatries	neuropsychiatry	신경정신과
bignonia	bignonia	비그노니아
bignonias	bignonia	비그노니아
demurrer	demurrer	방소 항변
demurrers	demurrer	방소 항변
ganef	ganef	가네프
ganefs	ganef	가네프
isobutylene	isobutylene	이소부틸렌
isobutylenes	isobutylene	이소부틸렌
storminess	storminess	폭풍우
storminesses	storminess	폭풍우
bractlet	bractlet	포엽
bractlets	bractlet	포엽
oenomel	oenomel	오에노멜
oenomels	oenomel	오에노멜
staggerbush	staggerbush	스태거부시
staggerbushes	staggerbush	스태거부시
larcenous	larcenous	절도의
chetah	chetah	체타
chetahs	chetah	체타
endozoan	endozoan	엔도 조아에서
endozoa	endozoan	엔도 조아에서
anointment	anointment	기름 부음
anointments	anointment	기름 부음
emmetropia	emmetropia	정시
emmetropias	emmetropia	정시
equably	equably	공평하게
vespertilionid	vespertilionid	박쥐
vespertilionids	vespertilionid	박쥐
fingerspell	fingerspell	손가락 철자법
fingerspellings	fingerspell	손가락 철자법
equable	equable	한결같은
inappositeness	inappositeness	부적절함
inappositenesses	inappositeness	부적절함
nasalize	nasalize	콧소리를 내다
nasalized	nasalize	콧소리를 내다
nasalizes	nasalize	콧소리를 내다
nasalizing	nasalize	콧소리를 내다
veeps	veeps	삑삑
aerology	aerology	기상학
aerologies	aerology	기상학
orthoepist	orthoepist	정형외과 의사
orthoepists	orthoepist	정형외과 의사
entablature	entablature	엔타블러처
entablatures	entablature	엔타블러처
ectoblast	ectoblast	외아세포
ectoblasts	ectoblast	외아세포
quintillionth	quintillionth	50분의 1
quintillionths	quintillionth	50분의 1
planarian	planarian	플라나리아
planarians	planarian	플라나리아
wrongheadedly	wrongheadedly	잘못해서
antilog	antilog	반대말
antilogs	antilog	반대말
officeholder	officeholder	공무원
officeholders	officeholder	공무원
restharrow	restharrow	다시 쓰다
restharrows	restharrow	다시 쓰다
guttle	guttle	홈통
guttled	guttle	홈통
guttles	guttle	홈통
guttling	guttle	홈통
henpeck	henpeck	헨펙
allomorph	allomorph	이형의
allomorphs	allomorph	이형의
enophile	enophile	친유성
enophiles	enophile	친유성
cabalism	cabalism	도당주의
cabalisms	cabalism	도당주의
drippiness	drippiness	뚝뚝 떨어지는
drippinesses	drippiness	뚝뚝 떨어지는
gymnosperm	gymnosperm	겉씨식물
gymnosperms	gymnosperm	겉씨식물
galea	galea	갈레아
galeas	galea	갈레아
galeass	galea	갈레아
conodont	conodont	코노돈트
conodonts	conodont	코노돈트
vamper	vamper	뱀프
vampers	vamper	뱀프
asynergy	asynergy	시너지 효과
asynergies	asynergy	시너지 효과
ptyalin	ptyalin	프티알린
ptyalins	ptyalin	프티알린
endocarp	endocarp	내피
endocarps	endocarp	내피
multiplicand	multiplicand	피승수
multiplicands	multiplicand	피승수
plangency	plangency	계획
plangencies	plangency	계획
fieriest	fieriest	가장 불타오르는
pulchritude	pulchritude	아름다움
pulchritudes	pulchritude	아름다움
sporing	sporing	추적
combretum	combretum	콤브레툼
combretums	combretum	콤브레툼
koruna	koruna	왕관
korunas	koruna	왕관
endarterectomy	endarterectomy	동맥내막절제술
endarterectomies	endarterectomy	동맥내막절제술
cachinnate	cachinnate	캐시네이트
cachinnated	cachinnate	캐시네이트
cachinnates	cachinnate	캐시네이트
cachinnating	cachinnate	캐시네이트
draftsmanship	draftsmanship	초안 작성
draftsmanships	draftsmanship	초안 작성
spuriousness	spuriousness	허위
spuriousnesses	spuriousness	허위
infectiousness	infectiousness	전염성
popinjay	popinjay	포핀제이
popinjays	popinjay	포핀제이
kinkajou	kinkajou	꼬인
kinkajous	kinkajou	꼬인
ropedancer	ropedancer	로프 댄서
ropedancers	ropedancer	로프 댄서
nuthatch	nuthatch	동고비
nuthatches	nuthatch	동고비
ratifier	ratifier	비준하다
ratifiers	ratifier	비준하다
equalitarianism	equalitarianism	평등주의
equalitarianisms	equalitarianism	평등주의
urodele	urodele	우로델레
urodeles	urodele	우로델레
outsail	outsail	밖으로 항해하다
outsailed	outsail	밖으로 항해하다
outsailing	outsail	밖으로 항해하다
outsails	outsail	밖으로 항해하다
ceramicist	ceramicist	도예가
ceramicists	ceramicist	도예가
mayapple	mayapple	사과
mayapples	mayapple	사과
viceroyship	viceroyship	부왕직
viceroyships	viceroyship	부왕직
pentlandite	pentlandite	펜틀란다이트
pentlandites	pentlandite	펜틀란다이트
systematist	systematist	체계주의자
systematists	systematist	체계주의자
cardinalship	cardinalship	추기경직
cardinalships	cardinalship	추기경직
weatherizes	weatherizes	풍화작용
amnion	amnion	양막
amnions	amnion	양막
pravastatin	pravastatin	프라바스타틴
pravastatins	pravastatin	프라바스타틴
duodena	duodena	열둘
panicum	panicum	패닉
panicums	panicum	패닉
astragalus	astragalus	복사 뼈
astragali	astragalus	복사 뼈
astragaluses	astragalus	복사 뼈
eyetooth	eyetooth	송곳니 견치
eyeteeth	eyetooth	송곳니 견치
odoriferous	odoriferous	냄새나는
thebe	thebe	방패
thebes	thebe	방패
divergency	divergency	분기
divergencies	divergency	분기
conglutinate	conglutinate	결합하다
conglutinated	conglutinate	결합하다
conglutinates	conglutinate	결합하다
conglutinating	conglutinate	결합하다
phototropism	phototropism	굴광성
phototropisms	phototropism	굴광성
divulgement	divulgement	씨 뿌리기
divulgements	divulgement	씨 뿌리기
allogamy	allogamy	타식
allogamies	allogamy	타식
enteropathy	enteropathy	장질환
enteropathies	enteropathy	장질환
blini	blini	구입하다
blinis	blini	구입하다
sorex	sorex	소렉스
sorexes	sorex	소렉스
preponderate	preponderate	압도적이다
preponderated	preponderate	압도적이다
preponderates	preponderate	압도적이다
preponderating	preponderate	압도적이다
tintinnabulation	tintinnabulation	색소침착
tintinnabulations	tintinnabulation	색소침착
blastodisc	blastodisc	폭발물
blastodiscs	blastodisc	폭발물
exonuclease	exonuclease	엑소뉴클레아제
exonucleases	exonuclease	엑소뉴클레아제
salubriousness	salubriousness	건강에 좋은
salubriousnesses	salubriousness	건강에 좋은
gynecocracy	gynecocracy	산부인과
gynecocracies	gynecocracy	산부인과
coralberry	coralberry	코랄베리
coralberries	coralberry	코랄베리
transferrer	transferrer	환승
transferrers	transferrer	환승
placidness	placidness	평온함
placidnesses	placidness	평온함
subtend	subtend	대하다
subtended	subtend	대하다
subtending	subtend	대하다
subtends	subtend	대하다
minicar	minicar	미니카
minicars	minicar	미니카
micromillimeter	micromillimeter	마이크로밀리미터
micromillimeters	micromillimeter	마이크로밀리미터
mousiness	mousiness	멍청함
mawkishness	mawkishness	어지러움
mawkishnesses	mawkishness	어지러움
microphage	microphage	마이크로파지
microphages	microphage	마이크로파지
sublieutenant	sublieutenant	해군 중위
sublieutenants	sublieutenant	해군 중위
wivern	wivern	위번
wiverns	wivern	위번
nonvoting	nonvoting	투표권이 없는
ultramicroscope	ultramicroscope	초현미경
ultramicroscopes	ultramicroscope	초현미경
boatbuilder	boatbuilder	보트 제작자
boatbuilders	boatbuilder	보트 제작자
oxidate	oxidate	산화물
oxidated	oxidate	산화물
oxidates	oxidate	산화물
oxidating	oxidate	산화물
fieldmouse	fieldmouse	필드 마우스
fieldmice	fieldmouse	필드 마우스
farinaceous	farinaceous	악랄한
baptisia	baptisia	세례
baptisias	baptisia	세례
inquiringly	inquiringly	궁금해서
pianola	pianola	피아노
pianolas	pianola	피아노
tarweed	tarweed	타르위드
tarweeds	tarweed	타르위드
unfetters	unfetters	속박을 풀다
blate	blate	진흙
blater	blate	진흙
blatest	blate	진흙
twinjet	twinjet	트윈젯
twinjets	twinjet	트윈젯
cruddier	cruddier	더 엉성한
florilegium	florilegium	플로리스트리
florilegia	florilegium	플로리스트리
stylite	stylite	스타일라이트
stylites	stylite	스타일라이트
ramus	ramus	가지
rami	ramus	가지
demimonde	demimonde	화류계
demimondes	demimonde	화류계
adumbration	adumbration	추측
adumbrations	adumbration	추측
sporangium	sporangium	포자낭
sporangia	sporangium	포자낭
hypercapnia	hypercapnia	고탄산증
hypercapnias	hypercapnia	고탄산증
bicorn	bicorn	바이콘
bicorns	bicorn	바이콘
antistrophe	antistrophe	안티스트로피
antistrophes	antistrophe	안티스트로피
interbrain	interbrain	뇌간
interbrains	interbrain	뇌간
encrustation	encrustation	껍질
encrustations	encrustation	껍질
zebu	zebu	혹소
zebus	zebu	혹소
essentialness	essentialness	본질
essentialnesses	essentialness	본질
ethnarch	ethnarch	민족 군주
ethnarchs	ethnarch	민족 군주
pettifog	pettifog	페티포그
pettifogged	pettifog	페티포그
pettifogging	pettifog	페티포그
pettifogs	pettifog	페티포그
smallholding	smallholding	소규모 농장
smallholdings	smallholding	소규모 농장
quondam	quondam	옛날 옛적에
catalpa	catalpa	카탈파
catalpas	catalpa	카탈파
micrometry	micrometry	미세측정
micrometries	micrometry	미세측정
pyrogen	pyrogen	발열원
pyrogens	pyrogen	발열원
aecium	aecium	남풍
aecia	aecium	남풍
almoner	almoner	알코올 중독자
almoners	almoner	알코올 중독자
penoncel	penoncel	페논셀
penoncels	penoncel	페논셀
fireboat	fireboat	소방서
fireboats	fireboat	소방서
despond	despond	낙담
desponded	despond	낙담
desponding	despond	낙담
despondings	despond	낙담
desponds	despond	낙담
prearrangement	prearrangement	사전 협의
prearrangements	prearrangement	사전 협의
shrimper	shrimper	새우잡이
shrimpers	shrimper	새우잡이
sugariness	sugariness	당도
sugarinesses	sugariness	당도
fervidness	fervidness	열정
fervidnesses	fervidness	열정
overjoy	overjoy	매우 기쁘게 하다
overjoyed	overjoy	매우 기쁘게 하다
overjoying	overjoy	매우 기쁘게 하다
overjoys	overjoy	매우 기쁘게 하다
mutterer	mutterer	어머니
mutterers	mutterer	어머니
heliometer	heliometer	태양계
heliometers	heliometer	태양계
midwived	midwived	조산사
goral	goral	고랄
gorals	goral	고랄
weigela	weigela	바이겔라
weigelas	weigela	바이겔라
aery	aery	높은 곳에 있는 성
aeries	aery	높은 곳에 있는 성
fibrousness	fibrousness	섬유질
fibrousnesses	fibrousness	섬유질
cyclicity	cyclicity	주기성
cyclicities	cyclicity	주기성
implacably	implacably	무자비하게
sapodilla	sapodilla	사포딜라
sapodillas	sapodilla	사포딜라
uppityness	uppityness	건방짐
uppitynesses	uppityness	건방짐
preterit	preterit	그는 합격했다
preterits	preterit	그는 합격했다
hypostatize	hypostatize	저상태화하다
hypostatized	hypostatize	저상태화하다
hypostatizes	hypostatize	저상태화하다
hypostatizing	hypostatize	저상태화하다
benthos	benthos	저서생물
benthoses	benthos	저서생물
hypsometry	hypsometry	고도 측정
hypsometries	hypsometry	고도 측정
aoudad	aoudad	아우다드
aoudads	aoudad	아우다드
lastingness	lastingness	지속성
lastingnesses	lastingness	지속성
subteen	subteen	십 대 이하
respelling	respelling	재철자
volubility	volubility	유창
volubilities	volubility	유창
silique	silique	바위
siliques	silique	바위
sandfish	sandfish	도루묵
sandfishes	sandfish	도루묵
staidness	staidness	꾸준함
staidnesses	staidness	꾸준함
cotenant	cotenant	부동산 공동 보유자
cotenants	cotenant	부동산 공동 보유자
sympatry	sympatry	동정
sympatries	sympatry	동정
lymphangioma	lymphangioma	림프관종
lymphangiomas	lymphangioma	림프관종
autotomy	autotomy	자율성
autotomies	autotomy	자율성
katabolism	katabolism	이화작용
katabolisms	katabolism	이화작용
videodisc	videodisc	비디오 디스크
videodiscs	videodisc	비디오 디스크
mastopexy	mastopexy	유방고정술
mastopexies	mastopexy	유방고정술
aorist	aorist	부정과거
aorists	aorist	부정과거
separationism	separationism	분리주의
separationisms	separationism	분리주의
transitted	transitted	통과됨
keypunching	keypunching	키펀칭
innocency	innocency	무죄
innocencies	innocency	무죄
polyelectrolyte	polyelectrolyte	고분자 전해질
polyelectrolytes	polyelectrolyte	고분자 전해질
edgeways	edgeways	가장자리
indestructibly	indestructibly	파괴할 수 없게
deliria	deliria	섬망 상태
gerfalcon	gerfalcon	큰 매
gerfalcons	gerfalcon	큰 매
collegian	collegian	대학생
collegians	collegian	대학생
prologuize	prologuize	프롤로그하다
prologuized	prologuize	프롤로그하다
prologuizes	prologuize	프롤로그하다
prologuizing	prologuize	프롤로그하다
kaph	kaph	커피
kaphs	kaph	커피
compassionateness	compassionateness	동정심
compassionatenesses	compassionateness	동정심
prelate	prelate	고위 성직자
prelates	prelate	고위 성직자
prelatess	prelate	고위 성직자
prelatesses	prelate	고위 성직자
diploidy	diploidy	이배체
diploidies	diploidy	이배체
luridly	luridly	소름끼치게
indianan	indianan	옥수수
indianans	indianan	옥수수
gasometer	gasometer	가스 계량기
gasometers	gasometer	가스 계량기
drachmai	drachmai	드라크마
handwheel	handwheel	손잡이
handwheels	handwheel	손잡이
alisma	alisma	알리마
alismas	alisma	알리마
decimalization	decimalization	소수화
decimalizations	decimalization	소수화
gastromycete	gastromycete	위균류
gastromycetes	gastromycete	위균류
bridoon	bridoon	브리돈
bridoons	bridoon	브리돈
abstractionist	abstractionist	추상화주의자
abstractionists	abstractionist	추상화주의자
confab	confab	회의
confabbed	confab	회의
confabbing	confab	회의
confabs	confab	회의
adenoidectomy	adenoidectomy	아데노이드 절제술
adenoidectomies	adenoidectomy	아데노이드 절제술
colly	colly	콜리
collies	colly	콜리
collied	colly	콜리
collying	colly	콜리
sciolist	sciolist	사이비 학자
sciolists	sciolist	사이비 학자
plushier	plushier	더 봉제인형
edacity	edacity	왕성한 식욕
edacities	edacity	왕성한 식욕
incognizance	incognizance	인식하지 못함
incognizances	incognizance	인식하지 못함
sciolism	sciolism	천박한 지식
sciolisms	sciolism	천박한 지식
feoff	feoff	비난
feoffs	feoff	비난
epizoan	epizoan	에피소드의
epizoa	epizoan	에피소드의
epizoans	epizoan	에피소드의
delocalize	delocalize	비국소화하다
delocalized	delocalize	비국소화하다
delocalizes	delocalize	비국소화하다
delocalizing	delocalize	비국소화하다
unguent	unguent	연고
unguents	unguent	연고
obnubilate	obnubilate	무효화하다
obnubilated	obnubilate	무효화하다
obnubilates	obnubilate	무효화하다
obnubilating	obnubilate	무효화하다
lotusland	lotusland	연꽃밭
lotuslands	lotusland	연꽃밭
anthophyllite	anthophyllite	안토필라이트
anthophyllites	anthophyllite	안토필라이트
pledgee	pledgee	질권자
rheometer	rheometer	레오미터
rheometers	rheometer	레오미터
sparkleberry	sparkleberry	스파클베리
sparkleberries	sparkleberry	스파클베리
tempestuously	tempestuously	격렬하게
attainableness	attainableness	달성 가능성
attainablenesses	attainableness	달성 가능성
leipoa	leipoa	빵 굽기
leipoas	leipoa	빵 굽기
viridity	viridity	미숙함
viridities	viridity	미숙함
amadavat	amadavat	아마다바트
amadavats	amadavat	아마다바트
cubitus	cubitus	팔꿈치
cubituses	cubitus	팔꿈치
receptively	receptively	수용적으로
obtund	obtund	둔한
obtunded	obtund	둔한
obtunding	obtund	둔한
obtunds	obtund	둔한
protuberant	protuberant	튀어나온
salmonberry	salmonberry	살몬베리
salmonberries	salmonberry	살몬베리
foundress	foundress	여자 창립자
foundresses	foundress	여자 창립자
sprigtail	sprigtail	잔가지
sprigtails	sprigtail	잔가지
outdistance	outdistance	훨씬 앞서다
outdistanced	outdistance	훨씬 앞서다
outdistances	outdistance	훨씬 앞서다
outdistancing	outdistance	훨씬 앞서다
pursual	pursual	추구
pursuals	pursual	추구
midmost	midmost	가장 중앙에
mammalogist	mammalogist	포유류학자
mammalogists	mammalogist	포유류학자
synchroflash	synchroflash	싱크로플래시
synchroflashes	synchroflash	싱크로플래시
totalize	totalize	총
totalized	totalize	총
totalizes	totalize	총
totalizing	totalize	총
satanophobia	satanophobia	사탄공포증
satanophobias	satanophobia	사탄공포증
philippian	philippian	필리핀 사람
philippians	philippian	필리핀 사람
nonsteroidal	nonsteroidal	비스테로이드성
nonsteroidals	nonsteroidal	비스테로이드성
soupcon	soupcon	조금
soupcons	soupcon	조금
execrate	execrate	젠장
execrated	execrate	젠장
execrates	execrate	젠장
execrating	execrate	젠장
diol	diol	디올
diols	diol	디올
reprover	reprover	책망하는 자
reprovers	reprover	책망하는 자
puerperium	puerperium	산욕기
puerperiums	puerperium	산욕기
alleviator	alleviator	완화제
alleviators	alleviator	완화제
unyoke	unyoke	소녀
unyoked	unyoke	소녀
unyokes	unyoke	소녀
unyoking	unyoke	소녀
alumroot	alumroot	명반
alumroots	alumroot	명반
rattlebox	rattlebox	딸랑이
rattleboxes	rattlebox	딸랑이
orpine	orpine	오르핀
orpines	orpine	오르핀
punkey	punkey	펑키한
punkeys	punkey	펑키한
answerability	answerability	응답성
answerabilities	answerability	응답성
dobsonfly	dobsonfly	돕슨플라이
dobsonflies	dobsonfly	돕슨플라이
dastardliness	dastardliness	비열함
dastardlinesses	dastardliness	비열함
argal	argal	정보
argals	argal	정보
oncidium	oncidium	온시듐
oncidiums	oncidium	온시듐
curandera	curandera	치료자
curanderas	curandera	치료자
pancreatectomy	pancreatectomy	췌장절제술
pancreatectomies	pancreatectomy	췌장절제술
avariciously	avariciously	탐욕스럽게
actinometry	actinometry	측량법
actinometries	actinometry	측량법
hostelers	hostelers	호스텔러
raciness	raciness	흥미 진진함
racinesses	raciness	흥미 진진함
wifelier	wifelier	아내에게 더 많은
lutist	lutist	젖꼭지에서
lutists	lutist	젖꼭지에서
yessing	yessing	응
pends	pends	보류
scorpionfish	scorpionfish	전갈
scorpionfishes	scorpionfish	전갈
pavis	pavis	파비스
pavises	pavis	파비스
pavisses	pavis	파비스
cutin	cutin	큐틴
cutins	cutin	큐틴
afforestation	afforestation	조림
afforestations	afforestation	조림
permissibly	permissibly	허용적으로
penicillium	penicillium	페니실리움
penicillia	penicillium	페니실리움
penicilliums	penicillium	페니실리움
dogwatch	dogwatch	개 감시
dogwatches	dogwatch	개 감시
slideway	slideway	활주로
slideways	slideway	활주로
pacificism	pacificism	평화주의
pacificisms	pacificism	평화주의
pacificist	pacificist	평화주의자
pacificists	pacificist	평화주의자
hotelkeeper	hotelkeeper	호텔 주인
hotelkeepers	hotelkeeper	호텔 주인
brochette	brochette	꼬챙이
brochettes	brochette	꼬챙이
cofferdam	cofferdam	임시 물막이
cofferdams	cofferdam	임시 물막이
lampshell	lampshell	등껍질
lampshells	lampshell	등껍질
coinsure	coinsure	공동 보장
coinsured	coinsure	공동 보장
coinsures	coinsure	공동 보장
coinsuring	coinsure	공동 보장
spirituous	spirituous	영적인
nonsupport	nonsupport	비지원
telepathize	telepathize	텔레파시를 하다
telepathized	telepathize	텔레파시를 하다
telepathizes	telepathize	텔레파시를 하다
telepathizing	telepathize	텔레파시를 하다
housewifery	housewifery	가정
housewiferies	housewifery	가정
flimflammed	flimflammed	불길한
breathier	breathier	숨이 더 쉬어진다
zoophyte	zoophyte	동물원
zoophytes	zoophyte	동물원
cecity	cecity	눈멂
cecities	cecity	눈멂
demagog	demagog	선동가
demagogs	demagog	선동가
hying	hying	하이잉
steelman	steelman	스틸맨
steelmen	steelman	스틸맨
underdevelop	underdevelop	미개발
underdeveloped	underdevelop	미개발
underdeveloping	underdevelop	미개발
underdevelops	underdevelop	미개발
limnology	limnology	림프학
limnologies	limnology	림프학
iridectomy	iridectomy	홍채절제술
iridectomies	iridectomy	홍채절제술
spelldown	spelldown	철자다운
spelldowns	spelldown	철자다운
clusia	clusia	클루시아
clusias	clusia	클루시아
vitalizer	vitalizer	활력제
